timestamp,cell_id,rrc_attempts,rrc_success,e_rab_attempts,e_rab_success,dl_prb_utilization,dl_throughput_mbps
2025-01-11 09:00:00,CELL_002,154,150,139,137,91.07,24.95
2025-01-11 10:00:00,CELL_002,118,116,108,106,89.47,20.56
2025-01-11 11:00:00,CELL_002,132,130,112,111,81.97,16.25
2025-01-11 12:00:00,CELL_002,114,111,100,98,79.04,20.65
2025-01-11 13:00:00,CELL_002,105,102,97,95,75.17,15.47
2025-01-11 14:00:00,CELL_002,98,96,88,86,69.62,16.19
2025-01-11 15:00:00,CELL_002,113,111,101,100,70.52,15.92
2025-01-11 16:00:00,CELL_002,103,101,95,93,58.83,13.79
2025-01-11 17:00:00,CELL_002,83,81,77,76,56.02,14.6
2025-01-11 18:00:00,CELL_002,61,59,57,55,52.34,6.54
2025-01-11 19:00:00,CELL_002,85,83,78,77,59.33,12.26
2025-01-11 20:00:00,CELL_002,110,108,97,95,57.68,14.26
2025-01-11 21:00:00,CELL_002,94,92,84,82,50.44,16.61
2025-01-11 22:00:00,CELL_002,106,104,94,92,62.12,17.19
2025-01-11 23:00:00,CELL_002,135,132,127,124,70.91,17.77
2025-01-12 00:00:00,CELL_002,138,135,124,122,74.03,17.67
2025-01-12 01:00:00,CELL_002,154,151,140,138,90.22,21.45
2025-01-12 02:00:00,CELL_002,164,161,147,144,89.97,22.8
2025-01-12 03:00:00,CELL_002,143,140,128,126,94.31,17.68
2025-01-12 04:00:00,CELL_002,133,130,121,118,86.94,25.17
2025-01-12 05:00:00,CELL_002,139,137,130,128,84.58,25.33
2025-01-12 06:00:00,CELL_002,174,170,163,160,91.74,27.17
2025-01-12 07:00:00,CELL_002,137,134,119,117,96.59,28.35
2025-01-12 08:00:00,CELL_002,143,141,126,125,93.86,20.49
2025-01-12 09:00:00,CELL_002,125,122,112,110,85.81,27.42
2025-01-12 10:00:00,CELL_002,164,161,145,144,89.83,17.82
2025-01-12 11:00:00,CELL_002,138,136,120,119,91.36,15.6
2025-01-12 12:00:00,CELL_002,128,125,119,117,65.61,21.07
2025-01-12 13:00:00,CELL_002,91,89,85,83,68.08,13.99
2025-01-12 14:00:00,CELL_002,111,109,100,98,61.32,15.03
2025-01-12 15:00:00,CELL_002,107,104,93,91,50.87,18.81
2025-01-12 16:00:00,CELL_002,71,69,62,61,64.26,7.18
2025-01-12 17:00:00,CELL_002,78,77,68,67,55.8,8.29
2025-01-12 18:00:00,CELL_002,74,72,65,63,52.07,8.45
2025-01-12 19:00:00,CELL_002,100,98,92,90,46.6,13.09
2025-01-12 20:00:00,CELL_002,72,70,65,64,57.81,14.44
2025-01-12 21:00:00,CELL_002,97,95,87,85,53.59,16.96
2025-01-12 22:00:00,CELL_002,95,93,88,87,70.92,16.22
2025-01-12 23:00:00,CELL_002,93,91,79,78,65.99,9.67
2025-01-13 00:00:00,CELL_002,143,140,131,129,72.96,18.94
2025-01-13 01:00:00,CELL_002,120,118,109,108,75.45,21.76
2025-01-13 02:00:00,CELL_002,143,140,128,127,90.05,26.83
2025-01-13 03:00:00,CELL_002,166,163,146,144,88.33,22.99
2025-01-13 04:00:00,CELL_002,163,160,154,151,89.76,25.0
2025-01-13 05:00:00,CELL_002,147,144,137,135,100.0,25.44
2025-01-13 06:00:00,CELL_002,146,144,128,127,100.0,16.39
2025-01-13 07:00:00,CELL_002,170,167,154,151,93.3,21.94
2025-01-13 08:00:00,CELL_002,146,143,125,123,85.94,18.88
2025-01-13 09:00:00,CELL_002,148,144,132,129,96.27,21.36
2025-01-13 10:00:00,CELL_002,159,156,137,135,88.81,17.43
2025-01-13 11:00:00,CELL_002,127,125,116,114,76.44,16.22
2025-01-13 12:00:00,CELL_002,126,123,111,109,77.33,15.64
2025-01-13 13:00:00,CELL_002,102,100,86,85,66.87,19.18
2025-01-13 14:00:00,CELL_002,99,97,91,89,68.56,10.54
2025-01-13 15:00:00,CELL_002,110,108,94,92,59.56,14.21
2025-01-13 16:00:00,CELL_002,95,93,88,86,61.91,11.66
2025-01-13 17:00:00,CELL_002,103,101,89,87,58.92,16.07
2025-01-13 18:00:00,CELL_002,81,79,76,75,58.44,12.01
2025-01-13 19:00:00,CELL_002,60,59,55,54,56.09,11.43
2025-01-13 20:00:00,CELL_002,101,98,93,91,54.02,9.69
2025-01-13 21:00:00,CELL_002,127,124,120,117,57.53,20.16
2025-01-13 22:00:00,CELL_002,97,95,87,84,60.43,18.51
2025-01-13 23:00:00,CELL_002,89,87,77,76,67.11,17.17
2025-01-14 00:00:00,CELL_002,106,104,96,94,72.88,20.02
2025-01-14 01:00:00,CELL_002,158,155,139,137,79.98,20.7
2025-01-14 02:00:00,CELL_002,147,144,133,131,85.43,25.43
2025-01-14 03:00:00,CELL_002,163,160,148,146,90.57,25.12
2025-01-14 04:00:00,CELL_002,140,137,126,125,86.77,17.51
2025-01-14 05:00:00,CELL_002,137,134,119,117,95.12,27.46
2025-01-14 06:00:00,CELL_002,141,138,121,118,88.59,28.58
2025-01-14 07:00:00,CELL_002,154,151,134,132,88.3,19.25
2025-01-14 08:00:00,CELL_002,156,153,136,133,89.75,24.75
2025-01-14 09:00:00,CELL_002,136,133,124,122,91.26,20.29
2025-01-14 10:00:00,CELL_002,134,131,121,119,74.25,23.93
2025-01-14 11:00:00,CELL_002,108,106,92,91,71.49,20.65
2025-01-14 12:00:00,CELL_002,107,105,96,95,70.59,17.5
2025-01-14 13:00:00,CELL_002,93,91,84,82,65.32,17.29
2025-01-14 14:00:00,CELL_002,92,90,80,78,61.55,14.96
2025-01-14 15:00:00,CELL_002,100,98,90,88,48.73,9.95
2025-01-14 16:00:00,CELL_002,108,106,100,98,56.41,16.49
2025-01-14 17:00:00,CELL_002,75,74,68,67,54.62,13.63
2025-01-14 18:00:00,CELL_002,94,92,83,82,65.88,8.49
2025-01-14 19:00:00,CELL_002,72,71,65,63,61.37,10.76
2025-01-14 20:00:00,CELL_002,80,78,73,71,63.09,9.27
2025-01-14 21:00:00,CELL_002,100,97,92,91,58.03,16.89
2025-01-14 22:00:00,CELL_002,89,87,76,75,59.94,15.89
2025-01-14 23:00:00,CELL_002,91,89,85,83,64.27,19.36
2025-01-15 00:00:00,CELL_002,106,104,94,92,69.27,14.89
2025-01-15 01:00:00,CELL_002,137,134,128,125,79.37,26.42
2025-01-15 02:00:00,CELL_002,157,154,139,137,88.25,12.44
2025-01-15 03:00:00,CELL_002,123,120,105,103,94.16,19.58
2025-01-15 04:00:00,CELL_002,168,165,149,146,98.35,22.8
2025-01-15 05:00:00,CELL_002,154,151,142,140,98.56,20.65
2025-01-15 06:00:00,CELL_002,155,152,139,127,100.0,21.16
2025-01-15 07:00:00,CELL_002,143,141,133,131,95.81,24.06
2025-01-15 08:00:00,CELL_002,155,153,132,130,97.64,23.9
2025-01-15 09:00:00,CELL_002,139,136,127,125,95.63,22.46
2025-01-15 10:00:00,CELL_002,140,137,123,120,85.13,21.01
2025-01-15 11:00:00,CELL_002,127,125,108,106,80.81,18.28
2025-01-15 12:00:00,CELL_002,134,131,118,116,80.7,26.83
2025-01-15 13:00:00,CELL_002,104,102,96,94,69.78,16.73
2025-01-15 14:00:00,CELL_002,102,100,88,86,62.5,18.69
2025-01-15 15:00:00,CELL_002,90,88,79,78,57.24,18.76
2025-01-15 16:00:00,CELL_002,72,70,66,65,55.2,14.03
2025-01-15 17:00:00,CELL_002,75,73,65,64,61.23,11.97
2025-01-15 18:00:00,CELL_002,58,57,51,50,53.03,15.98
2025-01-15 19:00:00,CELL_002,101,99,93,91,57.16,18.01
2025-01-15 20:00:00,CELL_002,118,116,102,100,56.56,14.03
2025-01-15 21:00:00,CELL_002,93,90,85,83,62.74,19.81
2025-01-15 22:00:00,CELL_002,102,100,88,86,66.38,15.95
2025-01-15 23:00:00,CELL_002,102,100,95,93,62.29,18.92
2025-01-16 00:00:00,CELL_002,144,141,124,122,63.31,17.33
2025-01-16 01:00:00,CELL_002,124,121,112,110,78.07,20.99
2025-01-16 02:00:00,CELL_002,152,150,143,140,100.0,25.33
2025-01-16 03:00:00,CELL_002,151,147,133,131,91.01,26.13
2025-01-16 04:00:00,CELL_002,125,122,111,109,99.68,25.45
2025-01-16 05:00:00,CELL_002,145,142,132,130,94.06,28.38
2025-01-16 06:00:00,CELL_002,155,152,136,134,95.8,19.3
2025-01-16 07:00:00,CELL_002,136,134,119,117,99.01,24.31
2025-01-16 08:00:00,CELL_002,138,136,124,122,100.0,19.8
2025-01-16 09:00:00,CELL_002,132,129,114,112,100.0,21.21
2025-01-16 10:00:00,CELL_002,152,150,130,127,90.74,16.63
2025-01-16 11:00:00,CELL_002,129,126,113,112,74.66,25.28
2025-01-16 12:00:00,CELL_002,146,143,128,126,80.49,21.5
2025-01-16 13:00:00,CELL_002,106,104,94,92,66.79,18.84
2025-01-16 14:00:00,CELL_002,105,103,99,97,62.68,16.73
2025-01-16 15:00:00,CELL_002,122,120,111,109,61.29,16.96
2025-01-16 16:00:00,CELL_002,62,60,53,52,49.27,13.83
2025-01-16 17:00:00,CELL_002,91,89,86,84,57.73,13.98
2025-01-16 18:00:00,CELL_002,61,60,54,53,52.43,12.29
2025-01-16 19:00:00,CELL_002,78,76,72,71,46.53,12.93
2025-01-16 20:00:00,CELL_002,83,81,71,69,48.5,11.91
2025-01-16 21:00:00,CELL_002,95,93,83,81,55.6,17.0
2025-01-16 22:00:00,CELL_002,99,97,86,84,66.55,17.41
2025-01-16 23:00:00,CELL_002,85,83,77,76,69.57,18.82
2025-01-17 00:00:00,CELL_002,121,119,105,103,76.14,20.77
2025-01-17 01:00:00,CELL_002,141,138,131,128,91.09,20.88
2025-01-17 02:00:00,CELL_002,134,131,121,119,82.49,21.58
2025-01-17 03:00:00,CELL_002,136,134,115,114,98.53,21.05
2025-01-17 04:00:00,CELL_002,154,151,134,123,88.29,22.86
2025-01-17 05:00:00,CELL_002,144,141,122,120,98.02,22.64
2025-01-17 06:00:00,CELL_002,184,180,162,160,95.71,28.18
2025-01-17 07:00:00,CELL_002,156,153,134,132,97.62,24.02
2025-01-17 08:00:00,CELL_002,148,145,128,125,95.88,23.3
2025-01-17 09:00:00,CELL_002,139,136,121,119,96.0,14.38
2025-01-17 10:00:00,CELL_002,147,133,126,123,91.61,21.27
2025-01-17 11:00:00,CELL_002,137,134,126,124,79.96,13.76
2025-01-17 12:00:00,CELL_002,108,106,91,89,81.1,5.03
2025-01-17 13:00:00,CELL_002,124,122,115,113,59.98,15.69
2025-01-17 14:00:00,CELL_002,92,90,81,79,64.62,18.62
2025-01-17 15:00:00,CELL_002,90,88,79,78,62.93,17.35
2025-01-17 16:00:00,CELL_002,94,92,88,86,49.67,13.27
2025-01-17 17:00:00,CELL_002,91,89,80,79,45.3,11.16
2025-01-17 18:00:00,CELL_002,88,86,77,76,47.24,11.0
2025-01-17 19:00:00,CELL_002,86,84,79,78,45.09,16.46
2025-01-17 20:00:00,CELL_002,77,75,66,65,60.52,13.92
2025-01-17 21:00:00,CELL_002,75,73,64,63,61.18,12.06
2025-01-17 22:00:00,CELL_002,90,88,81,80,65.53,10.66
2025-01-17 23:00:00,CELL_002,73,72,67,66,68.06,22.65
2025-01-18 00:00:00,CELL_002,111,109,100,98,68.6,18.33
2025-01-18 01:00:00,CELL_002,121,119,109,108,77.98,17.47
2025-01-18 02:00:00,CELL_002,134,131,126,123,84.32,23.35
2025-01-18 03:00:00,CELL_002,129,126,113,111,88.45,29.45
2025-01-18 04:00:00,CELL_002,136,134,125,123,86.27,19.57
2025-01-18 05:00:00,CELL_002,165,162,148,146,90.99,18.62
2025-01-18 06:00:00,CELL_002,140,137,122,120,98.45,23.02
2025-01-18 07:00:00,CELL_002,145,143,132,130,100.0,26.43
2025-01-18 08:00:00,CELL_002,154,152,137,135,89.94,21.44
2025-01-18 09:00:00,CELL_002,119,116,103,101,89.17,22.5
2025-01-18 10:00:00,CELL_002,131,129,124,121,88.32,17.17
2025-01-18 11:00:00,CELL_002,127,125,115,112,74.8,19.95
2025-01-18 12:00:00,CELL_002,114,112,102,100,79.34,16.96
2025-01-18 13:00:00,CELL_002,97,95,88,86,65.15,16.53
2025-01-18 14:00:00,CELL_002,99,97,91,89,65.26,14.47
2025-01-18 15:00:00,CELL_002,66,64,60,59,58.82,13.77
2025-01-18 16:00:00,CELL_002,89,87,77,76,59.57,16.9
2025-01-18 17:00:00,CELL_002,73,72,68,67,52.24,12.94
2025-01-18 18:00:00,CELL_002,101,99,95,93,48.87,12.04
2025-01-18 19:00:00,CELL_002,100,98,91,89,49.51,9.1
2025-01-18 20:00:00,CELL_002,87,85,79,77,52.46,15.76
2025-01-18 21:00:00,CELL_002,88,86,76,74,55.38,5.99
2025-01-18 22:00:00,CELL_002,96,94,85,83,70.15,17.4
2025-01-18 23:00:00,CELL_002,104,102,90,89,72.08,16.12
2025-01-19 00:00:00,CELL_002,107,105,99,98,73.19,21.11
2025-01-19 01:00:00,CELL_002,122,120,115,113,86.44,17.17
2025-01-19 02:00:00,CELL_002,156,153,140,138,90.39,25.02
2025-01-19 03:00:00,CELL_002,127,124,115,113,93.59,21.93
2025-01-19 04:00:00,CELL_002,153,150,131,129,98.7,22.15
2025-01-19 05:00:00,CELL_002,133,130,114,112,97.43,21.78
2025-01-19 06:00:00,CELL_002,130,127,116,114,100.0,29.21
2025-01-19 07:00:00,CELL_002,142,139,134,131,96.1,28.93
2025-01-19 08:00:00,CELL_002,157,153,144,141,95.84,20.66
2025-01-19 09:00:00,CELL_002,125,122,109,108,87.52,17.78
2025-01-19 10:00:00,CELL_002,140,138,120,118,88.92,20.01
2025-01-19 11:00:00,CELL_002,134,132,122,119,73.59,18.96
2025-01-19 12:00:00,CELL_002,139,137,120,118,78.63,22.31
2025-01-19 13:00:00,CELL_002,85,83,80,78,65.98,13.94
2025-01-19 14:00:00,CELL_002,85,83,79,77,68.96,15.92
2025-01-19 15:00:00,CELL_002,84,82,75,73,56.77,16.61
2025-01-19 16:00:00,CELL_002,62,60,58,57,59.09,16.73
2025-01-19 17:00:00,CELL_002,72,70,66,65,54.5,16.41
2025-01-19 18:00:00,CELL_002,90,88,82,81,55.98,13.98
2025-01-19 19:00:00,CELL_002,81,79,68,67,51.62,9.33
2025-01-19 20:00:00,CELL_002,80,78,72,71,50.66,19.05
2025-01-19 21:00:00,CELL_002,111,109,98,96,58.15,16.52
2025-01-19 22:00:00,CELL_002,97,96,87,85,60.53,15.08
2025-01-19 23:00:00,CELL_002,121,119,110,109,71.63,18.77
2025-01-20 00:00:00,CELL_002,96,94,89,87,75.74,22.78
2025-01-20 01:00:00,CELL_002,113,111,100,98,75.8,23.54
2025-01-20 02:00:00,CELL_002,163,160,148,146,84.22,19.48
2025-01-20 03:00:00,CELL_002,126,124,113,111,94.54,19.58
2025-01-20 04:00:00,CELL_002,136,133,118,116,92.83,20.82
2025-01-20 05:00:00,CELL_002,146,142,129,126,100.0,17.16
2025-01-20 06:00:00,CELL_002,153,149,135,133,95.61,24.77
2025-01-20 07:00:00,CELL_002,147,144,133,131,100.0,22.48
2025-01-20 08:00:00,CELL_002,170,166,156,153,85.62,25.08
2025-01-20 09:00:00,CELL_002,154,151,141,139,93.9,25.98
2025-01-20 10:00:00,CELL_002,141,138,123,121,88.36,21.21
2025-01-20 11:00:00,CELL_002,103,101,93,91,76.19,24.82
2025-01-20 12:00:00,CELL_002,111,109,97,96,79.81,18.27
2025-01-20 13:00:00,CELL_002,126,123,118,116,65.45,14.25
2025-01-20 14:00:00,CELL_002,114,112,102,101,65.17,20.07
2025-01-20 15:00:00,CELL_002,85,83,75,73,57.77,17.25
2025-01-20 16:00:00,CELL_002,96,94,87,85,60.28,6.53
2025-01-20 17:00:00,CELL_002,85,83,76,75,50.91,9.47
2025-01-20 18:00:00,CELL_002,80,78,70,69,50.62,19.07
2025-01-20 19:00:00,CELL_002,96,94,87,85,50.23,17.05
2025-01-20 20:00:00,CELL_002,99,97,86,85,59.25,19.38
2025-01-20 21:00:00,CELL_002,80,78,71,70,55.7,16.4
2025-01-20 22:00:00,CELL_002,104,102,98,96,66.36,17.29
2025-01-20 23:00:00,CELL_002,116,114,103,101,66.99,17.84
2025-01-21 00:00:00,CELL_002,103,100,89,86,83.97,15.79
2025-01-21 01:00:00,CELL_002,107,104,99,97,84.12,19.17
2025-01-21 02:00:00,CELL_002,121,118,111,109,85.92,17.79
2025-01-21 03:00:00,CELL_002,136,134,119,116,91.47,23.78
2025-01-21 04:00:00,CELL_002,159,156,150,148,97.67,25.66
2025-01-21 05:00:00,CELL_002,154,151,134,131,95.68,20.53
2025-01-21 06:00:00,CELL_002,177,174,167,163,95.84,24.61
2025-01-21 07:00:00,CELL_002,129,126,112,111,92.07,21.05
2025-01-21 08:00:00,CELL_002,151,148,142,139,93.17,22.51
2025-01-21 09:00:00,CELL_002,147,144,131,129,85.62,19.96
2025-01-21 10:00:00,CELL_002,153,150,131,130,88.83,19.77
2025-01-21 11:00:00,CELL_002,116,113,110,108,78.67,12.89
2025-01-21 12:00:00,CELL_002,112,110,104,102,82.41,16.26
2025-01-21 13:00:00,CELL_002,93,91,87,85,81.15,17.05
2025-01-21 14:00:00,CELL_002,82,80,73,72,64.76,16.34
2025-01-21 15:00:00,CELL_002,112,109,96,94,49.73,13.18
2025-01-21 16:00:00,CELL_002,85,83,73,71,57.66,10.33
2025-01-21 17:00:00,CELL_002,108,105,94,92,44.7,11.27
2025-01-21 18:00:00,CELL_002,78,76,67,66,49.5,12.33
2025-01-21 19:00:00,CELL_002,73,72,63,61,49.13,9.37
2025-01-21 20:00:00,CELL_002,58,57,53,52,49.46,13.48
2025-01-21 21:00:00,CELL_002,81,79,76,75,67.95,16.65
2025-01-21 22:00:00,CELL_002,95,93,85,84,56.4,16.17
2025-01-21 23:00:00,CELL_002,105,103,91,90,68.0,18.32
2025-01-22 00:00:00,CELL_002,134,131,120,117,73.8,22.25
2025-01-22 01:00:00,CELL_002,119,117,102,100,67.65,19.62
2025-01-22 02:00:00,CELL_002,162,159,139,137,95.94,19.46
2025-01-22 03:00:00,CELL_002,160,158,149,147,80.51,22.78
2025-01-22 04:00:00,CELL_002,149,146,136,133,94.45,24.44
2025-01-22 05:00:00,CELL_002,164,160,143,141,100.0,30.26
2025-01-22 06:00:00,CELL_002,166,162,155,153,93.07,22.95
2025-01-22 07:00:00,CELL_002,142,139,125,123,100.0,23.66
2025-01-22 08:00:00,CELL_002,148,146,130,128,100.0,26.16
2025-01-22 09:00:00,CELL_002,166,163,148,146,94.8,30.54
2025-01-22 10:00:00,CELL_002,159,155,149,146,87.79,24.41
2025-01-22 11:00:00,CELL_002,121,119,105,103,73.79,18.49
2025-01-22 12:00:00,CELL_002,136,134,118,116,77.13,15.5
2025-01-22 13:00:00,CELL_002,156,153,134,132,79.68,20.47
2025-01-22 14:00:00,CELL_002,96,94,85,83,64.65,16.95
2025-01-22 15:00:00,CELL_002,101,99,89,87,55.84,12.57
2025-01-22 16:00:00,CELL_002,81,79,72,71,56.65,14.53
2025-01-22 17:00:00,CELL_002,112,110,104,102,56.18,15.77
2025-01-22 18:00:00,CELL_002,82,80,76,75,48.2,11.07
2025-01-22 19:00:00,CELL_002,93,91,84,82,51.72,11.13
2025-01-22 20:00:00,CELL_002,94,92,86,85,47.82,12.61
2025-01-22 21:00:00,CELL_002,89,87,83,81,57.24,14.28
2025-01-22 22:00:00,CELL_002,127,124,113,110,61.42,13.19
2025-01-22 23:00:00,CELL_002,103,100,97,95,80.22,20.07
2025-01-23 00:00:00,CELL_002,167,164,143,140,76.27,18.89
2025-01-23 01:00:00,CELL_002,145,142,135,133,81.07,22.07
2025-01-23 02:00:00,CELL_002,134,131,117,115,85.76,23.19
2025-01-23 03:00:00,CELL_002,133,129,125,123,96.91,21.38
2025-01-23 04:00:00,CELL_002,150,147,134,132,99.97,22.3
2025-01-23 05:00:00,CELL_002,137,134,126,123,100.0,25.05
2025-01-23 06:00:00,CELL_002,188,184,174,170,92.86,22.16
2025-01-23 07:00:00,CELL_002,173,169,162,161,95.69,25.55
2025-01-23 08:00:00,CELL_002,138,134,117,115,91.71,20.6
2025-01-23 09:00:00,CELL_002,147,143,129,127,88.58,16.23
2025-01-23 10:00:00,CELL_002,119,116,104,102,91.88,22.53
2025-01-23 11:00:00,CELL_002,102,100,86,85,81.93,23.65
2025-01-23 12:00:00,CELL_002,126,123,107,104,72.89,20.75
2025-01-23 13:00:00,CELL_002,100,98,85,84,70.82,21.28
2025-01-23 14:00:00,CELL_002,96,94,82,80,66.45,20.21
2025-01-23 15:00:00,CELL_002,123,120,111,109,57.86,12.38
2025-01-23 16:00:00,CELL_002,105,103,93,91,57.83,12.75
2025-01-23 17:00:00,CELL_002,68,66,59,58,46.57,12.91
2025-01-23 18:00:00,CELL_002,60,59,55,53,61.34,13.72
2025-01-23 19:00:00,CELL_002,80,78,70,68,57.7,13.42
2025-01-23 20:00:00,CELL_002,64,63,55,54,55.36,9.75
2025-01-23 21:00:00,CELL_002,100,98,92,90,57.64,20.46
2025-01-23 22:00:00,CELL_002,118,116,106,104,53.88,14.07
2025-01-23 23:00:00,CELL_002,94,92,84,82,66.66,13.7
2025-01-24 00:00:00,CELL_002,105,103,96,94,79.56,16.44
2025-01-24 01:00:00,CELL_002,116,114,108,106,86.66,17.77
2025-01-24 02:00:00,CELL_002,131,128,113,111,86.7,22.92
2025-01-24 03:00:00,CELL_002,131,128,122,120,89.26,8.78
2025-01-24 04:00:00,CELL_002,135,132,127,124,90.09,20.16
2025-01-24 05:00:00,CELL_002,125,123,108,107,100.0,20.09
2025-01-24 06:00:00,CELL_002,163,160,152,149,99.15,23.11
2025-01-24 07:00:00,CELL_002,154,151,132,130,99.07,17.28
2025-01-24 08:00:00,CELL_002,171,168,151,149,91.62,29.83
2025-01-24 09:00:00,CELL_002,133,131,120,118,93.79,19.94
2025-01-24 10:00:00,CELL_002,155,151,137,134,80.65,17.82
2025-01-24 11:00:00,CELL_002,112,110,101,100,83.35,19.47
2025-01-24 12:00:00,CELL_002,124,123,114,112,71.02,20.07
2025-01-24 13:00:00,CELL_002,94,92,82,81,70.02,15.76
2025-01-24 14:00:00,CELL_002,117,115,108,107,66.16,15.62
2025-01-24 15:00:00,CELL_002,100,98,85,84,60.62,18.68
2025-01-24 16:00:00,CELL_002,91,89,77,75,61.93,13.83
2025-01-24 17:00:00,CELL_002,97,95,88,87,50.82,13.63
2025-01-24 18:00:00,CELL_002,75,73,69,67,47.02,10.62
2025-01-24 19:00:00,CELL_002,112,110,105,104,55.95,15.51
2025-01-24 20:00:00,CELL_002,99,97,87,85,48.92,17.3
2025-01-24 21:00:00,CELL_002,88,86,75,74,53.18,13.71
2025-01-24 22:00:00,CELL_002,104,102,88,87,58.8,23.58
2025-01-24 23:00:00,CELL_002,113,111,98,96,71.35,12.33
2025-01-25 00:00:00,CELL_002,131,128,118,116,78.71,21.85
2025-01-25 01:00:00,CELL_002,144,141,127,125,74.44,10.47
2025-01-25 02:00:00,CELL_002,137,134,127,124,80.82,23.27
2025-01-25 03:00:00,CELL_002,126,124,112,110,96.35,23.59
2025-01-25 04:00:00,CELL_002,157,154,133,131,100.0,26.79
2025-01-25 05:00:00,CELL_002,150,147,131,128,89.51,24.68
2025-01-25 06:00:00,CELL_002,168,164,147,145,100.0,21.87
2025-01-25 07:00:00,CELL_002,138,135,127,124,90.48,25.72
2025-01-25 08:00:00,CELL_002,141,138,128,126,94.1,20.49
2025-01-25 09:00:00,CELL_002,139,136,121,119,96.26,21.77
2025-01-25 10:00:00,CELL_002,150,148,134,132,86.97,18.99
2025-01-25 11:00:00,CELL_002,132,129,122,120,77.99,21.04
2025-01-25 12:00:00,CELL_002,128,126,111,110,71.0,20.73
2025-01-25 13:00:00,CELL_002,113,110,101,100,71.78,12.54
2025-01-25 14:00:00,CELL_002,92,90,84,82,64.09,17.42
2025-01-25 15:00:00,CELL_002,84,82,78,77,55.89,11.8
2025-01-25 16:00:00,CELL_002,50,49,47,46,54.31,12.08
2025-01-25 17:00:00,CELL_002,104,102,98,97,61.11,15.68
2025-01-25 18:00:00,CELL_002,89,87,81,79,46.92,13.09
2025-01-25 19:00:00,CELL_002,87,85,76,74,52.36,16.59
2025-01-25 20:00:00,CELL_002,76,74,65,63,58.67,11.51
2025-01-25 21:00:00,CELL_002,91,89,78,76,61.72,14.35
2025-01-25 22:00:00,CELL_002,121,118,111,109,65.37,10.74
2025-01-25 23:00:00,CELL_002,118,115,108,105,62.54,19.6
2025-01-26 00:00:00,CELL_002,119,117,105,103,73.5,19.47
2025-01-26 01:00:00,CELL_002,132,130,113,111,82.42,28.67
2025-01-26 02:00:00,CELL_002,136,134,117,114,85.28,17.26
2025-01-26 03:00:00,CELL_002,141,139,129,127,93.26,16.11
2025-01-26 04:00:00,CELL_002,149,146,131,128,93.04,24.06
2025-01-26 05:00:00,CELL_002,142,140,132,130,98.07,21.94
2025-01-26 06:00:00,CELL_002,145,142,135,132,98.06,24.71
2025-01-26 07:00:00,CELL_002,129,126,111,109,100.0,23.28
2025-01-26 08:00:00,CELL_002,146,143,136,135,100.0,18.97
2025-01-26 09:00:00,CELL_002,140,137,127,124,97.29,25.96
2025-01-26 10:00:00,CELL_002,125,123,112,110,92.1,18.99
2025-01-26 11:00:00,CELL_002,121,119,107,105,92.44,21.14
2025-01-26 12:00:00,CELL_002,128,125,110,108,74.62,12.53
2025-01-26 13:00:00,CELL_002,114,112,99,97,69.45,14.57
2025-01-26 14:00:00,CELL_002,105,104,93,91,58.88,17.98
2025-01-26 15:00:00,CELL_002,86,84,76,74,60.06,19.44
2025-01-26 16:00:00,CELL_002,96,94,83,81,55.51,11.92
2025-01-26 17:00:00,CELL_002,72,70,67,66,54.07,11.91
2025-01-26 18:00:00,CELL_002,86,84,80,79,54.17,15.06
2025-01-26 19:00:00,CELL_002,85,83,78,77,53.54,10.85
2025-01-26 20:00:00,CELL_002,100,97,89,88,56.0,12.66
2025-01-26 21:00:00,CELL_002,99,97,92,90,63.03,13.5
2025-01-26 22:00:00,CELL_002,106,104,97,95,64.04,12.2
2025-01-26 23:00:00,CELL_002,113,110,106,104,69.3,18.16
2025-01-27 00:00:00,CELL_002,80,78,69,68,69.37,19.43
2025-01-27 01:00:00,CELL_002,140,137,130,128,83.5,16.52
2025-01-27 02:00:00,CELL_002,151,148,141,139,85.21,25.27
2025-01-27 03:00:00,CELL_002,149,146,129,127,90.6,22.16
2025-01-27 04:00:00,CELL_002,166,162,142,139,100.0,14.67
2025-01-27 05:00:00,CELL_002,168,165,149,146,100.0,23.99
2025-01-27 06:00:00,CELL_002,172,168,149,146,86.7,22.6
2025-01-27 07:00:00,CELL_002,166,163,151,149,94.87,22.18
2025-01-27 08:00:00,CELL_002,132,129,114,112,86.45,24.22
2025-01-27 09:00:00,CELL_002,137,134,122,121,95.68,20.37
2025-01-27 10:00:00,CELL_002,137,134,121,119,86.28,25.68
2025-01-27 11:00:00,CELL_002,134,131,121,119,76.94,15.04
2025-01-27 12:00:00,CELL_002,130,128,118,116,73.61,18.98
2025-01-27 13:00:00,CELL_002,112,110,95,93,66.63,16.84
2025-01-27 14:00:00,CELL_002,103,101,94,91,58.77,18.24
2025-01-27 15:00:00,CELL_002,110,107,99,97,55.39,14.37
2025-01-27 16:00:00,CELL_002,60,58,53,52,49.01,14.26
2025-01-27 17:00:00,CELL_002,77,75,70,69,49.33,13.03
2025-01-27 18:00:00,CELL_002,59,57,50,49,46.4,17.08
2025-01-27 19:00:00,CELL_002,56,55,48,47,54.75,10.23
2025-01-27 20:00:00,CELL_002,69,67,64,62,54.41,15.51
2025-01-27 21:00:00,CELL_002,95,93,82,80,57.67,18.62
2025-01-27 22:00:00,CELL_002,99,97,86,84,64.33,13.56
